cod_5;nome_5;descr_5
2.6.1.5.1;Docenti universitari in scienze storiche e filosofiche;"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell’Università; pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze."
2.6.1.5.2;Docenti universitari in scienze pedagogiche e psicologiche;"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell’Università; pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze."
2.6.1.6.0;Docenti universitari in scienze economiche e statistiche;"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell’Università; pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze."
2.6.1.7.1;Docenti universitari in scienze giuridiche;"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell’Università; pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze."
2.6.1.7.2;Docenti universitari in scienze politiche e sociali;"Le professioni comprese in questa unità progettano, dirigono e conducono ricerche finalizzate a migliorare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; insegnano la teoria e la pratica di una o più discipline di cui sono esperti, ne definiscono i curricula, preparano i corsi di studio, i materiali didattici e le attività di laboratorio, stimolano la discussione e la partecipazione degli studenti alle lezioni, somministrano prove ed esami, assegnano tesi e ne danno valutazioni; dirigono le attività di ricerca degli studenti dei corsi di specializzazione e di dottorato; partecipano alle decisioni sulle politiche dell’Università; pubblicano articoli e saggi scientifici, partecipano a convegni e conferenze."
2.6.2.1.1;Ricercatori e tecnici laureati nelle scienze matematiche e dell’informazione;"Le professioni comprese in questa unità collaborano con i docenti universitari e li coadiuvano nella progettazione e nella realizzazione delle attività didattiche e curricolari; seguono le attività di studio degli studenti; progettano e conducono in ambito accademico ricerche teoriche e sperimentali finalizzate ad ampliare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; garantiscono il funzionamento dei laboratori e delle attrezzature scientifiche; definiscono e applicano protocolli scientifici nelle sperimentazioni di laboratorio e nelle attività di ricerca. In particolare le professioni comprese nell'unità professionale svolgono le attività previste nell’ambito delle scienze matematiche e dell’informazione."
2.6.2.1.2;Ricercatori e tecnici laureati nelle scienze fisiche;"Le professioni comprese in questa unità collaborano con i docenti universitari e li coadiuvano nella progettazione e nella realizzazione delle attività didattiche e curricolari; seguono le attività di studio degli studenti; progettano e conducono in ambito accademico ricerche teoriche e sperimentali finalizzate ad ampliare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; garantiscono il funzionamento dei laboratori e delle attrezzature scientifiche; definiscono e applicano protocolli scientifici nelle sperimentazioni di laboratorio e nelle attività di ricerca. In particolare le professioni comprese nell’unità professionale svolgono le attività previste nell’ambito delle scienze fisiche."
2.6.2.1.3;Ricercatori e tecnici laureati nelle scienze chimiche e farmaceutiche;"Le professioni comprese in questa unità collaborano con i docenti universitari e li coadiuvano nella progettazione e nella realizzazione delle attività didattiche e curricolari; seguono le attività di studio degli studenti; progettano e conducono in ambito accademico ricerche teoriche e sperimentali finalizzate ad ampliare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; garantiscono il funzionamento dei laboratori e delle attrezzature scientifiche; definiscono e applicano protocolli scientifici nelle sperimentazioni di laboratorio e nelle attività di ricerca. In particolare le professioni comprese nell’unità professionale svolgono le attività previste nell’ambito delle scienze chimiche e farmaceutiche."
2.6.2.1.4;Ricercatori e tecnici laureati nelle scienze della terra;"Le professioni comprese in questa unità collaborano con i docenti universitari e li coadiuvano nella progettazione e nella realizzazione delle attività didattiche e curricolari; seguono le attività di studio degli studenti; progettano e conducono in ambito accademico ricerche teoriche e sperimentali finalizzate ad ampliare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; garantiscono il funzionamento dei laboratori e delle attrezzature scientifiche; definiscono e applicano protocolli scientifici nelle sperimentazioni di laboratorio e nelle attività di ricerca. In particolare le professioni comprese nell’unità professionale svolgono le attività previste nell’ambito delle scienze della terra."
2.6.2.2.1;Ricercatori e tecnici laureati nelle scienze biologiche;"Le professioni comprese in questa unità collaborano con i docenti universitari e li coadiuvano nella progettazione e nella realizzazione delle attività didattiche e curricolari; seguono le attività di studio degli studenti; progettano e conducono in ambito accademico ricerche teoriche e sperimentali finalizzate ad ampliare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; garantiscono il funzionamento dei laboratori e delle attrezzature scientifiche; definiscono e applicano protocolli scientifici nelle sperimentazioni di laboratorio e nelle attività di ricerca. In particolare le professioni comprese nell’unità professionale svolgono le attività previste nell’ambito delle scienze biologiche."
2.6.2.2.2;Ricercatori e tecnici laureati nelle scienze agrarie, zootecniche e della produzione animale;"Le professioni comprese in questa unità collaborano con i docenti universitari e li coadiuvano nella progettazione e nella realizzazione delle attività didattiche e curricolari; seguono le attività di studio degli studenti; progettano e conducono in ambito accademico ricerche teoriche e sperimentali finalizzate ad ampliare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; garantiscono il funzionamento dei laboratori e delle attrezzature scientifiche; definiscono e applicano protocolli scientifici nelle sperimentazioni di laboratorio e nelle attività di ricerca. In particolare le professioni comprese nell’unità professionale svolgono le attività previste nell’ambito delle scienze agrarie, zootecniche e della produzione animale."
2.6.2.2.3;Ricercatori e tecnici laureati nelle scienze mediche;"Le professioni comprese in questa unità collaborano con i docenti universitari e li coadiuvano nella progettazione e nella realizzazione delle attività didattiche e curricolari; seguono le attività di studio degli studenti; progettano e conducono in ambito accademico ricerche teoriche e sperimentali finalizzate ad ampliare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; garantiscono il funzionamento dei laboratori e delle attrezzature scientifiche; definiscono e applicano protocolli scientifici nelle sperimentazioni di laboratorio e nelle attività di ricerca. In particolare le professioni comprese nell’unità professionale svolgono le attività previste nell’ambito delle scienze mediche."
2.6.2.3.1;Ricercatori e tecnici laureati nelle scienze ingegneristiche civili e dell’architettura;"Le professioni comprese in questa unità collaborano con i docenti universitari e li coadiuvano nella progettazione e nella realizzazione delle attività didattiche e curricolari; seguono le attività di studio degli studenti; progettano e conducono in ambito accademico ricerche teoriche e sperimentali finalizzate ad ampliare e ad innovare la conoscenza scientifica o la sua applicazione in ambito produttivo; garantiscono il funzionamento dei laboratori e delle attrezzature scientifiche; definiscono e applicano protocolli scientifici nelle sperimentazioni di laboratorio e nelle attività di ricerca. In particolare le professioni comprese nell’unità professionale svolgono le attività previste nell’ambito delle scienze ingegneristiche civili e dell’architettura."
